WKT,nama,deskripsi
"POLYGON ((106.823442 -6.179403, 106.8252444 -6.179915, 106.8272185 -6.1797443, 106.8288493 -6.179403, 106.8305659 -6.1789764, 106.8303942 -6.1780377, 106.8291926 -6.1769284, 106.8297934 -6.1762457, 106.8301368 -6.1744537, 106.8292784 -6.1733444, 106.829021 -6.1713818, 106.8281626 -6.1712964, 106.8261885 -6.1714671, 106.8239569 -6.1709551, 106.8232703 -6.1717231, 106.8230986 -6.1725764, 106.8230986 -6.1753924, 106.8231845 -6.1774404, 106.823442 -6.179403))",Poligon 1 Taman Monas,
