WKT,nama,deskripsi
"POLYGON ((106.8163514 -6.30525, 106.8170381 -6.3071696, 106.8157935 -6.3083639, 106.8159223 -6.3102407, 106.8176389 -6.3109232, 106.8178106 -6.3145489, 106.8166089 -6.3157433, 106.8185401 -6.3165537, 106.8218017 -6.3172362, 106.8250632 -6.3177907, 106.8252778 -6.3154447, 106.8256641 -6.3132266, 106.8259645 -6.3112218, 106.8271661 -6.3108379, 106.827209 -6.3084919, 106.8249774 -6.3083213, 106.8246341 -6.3064018, 106.8225312 -6.3063591, 106.8209005 -6.3061885, 106.8186259 -6.3054633, 106.8172097 -6.3050794, 106.8163514 -6.30525))",Poligon 3 Ragunan,
