WKT,nama,deskripsi
"POLYGON ((110.3317801 -7.7743432, 110.3324667 -7.784548, 110.324227 -7.8049571, 110.2624289 -7.809719, 110.2390829 -7.8294466, 110.2631155 -7.8600565, 110.3091208 -7.8913442, 110.3777853 -7.9110679, 110.4313437 -7.9219496, 110.4842154 -7.9260301, 110.4780356 -7.9049469, 110.4622427 -7.8580159, 110.4402701 -7.8240046, 110.4169241 -7.7940724, 110.3928915 -7.7879496, 110.357186 -7.7804661, 110.3317801 -7.7743432))",Poligon 1 Yogya,
