WKT,nama,deskripsi
"POLYGON ((106.8811354 -6.2956268, 106.8825087 -6.297845, 106.8836245 -6.2997645, 106.8849978 -6.301812, 106.8893751 -6.3039021, 106.8923363 -6.3053524, 106.8998894 -6.3085089, 106.9040522 -6.3079971, 106.9061979 -6.3045846, 106.9053396 -6.3022812, 106.9047817 -6.2992526, 106.9017777 -6.2980156, 106.897529 -6.2980582, 106.8934521 -6.2977597, 106.8890747 -6.2969065, 106.8866715 -6.2957975, 106.8840965 -6.294731, 106.882852 -6.294731, 106.8817362 -6.2950723, 106.8811354 -6.2956268))",Poligon 1 TMII,
