WKT,nama,deskripsi
"POLYGON ((106.8459437 -6.224369, 106.8456004 -6.2279527, 106.8452571 -6.2303417, 106.8474887 -6.2375089, 106.8492053 -6.2414337, 106.8514369 -6.244164, 106.8576167 -6.2434814, 106.8613933 -6.2419456, 106.8644832 -6.2381915, 106.8655131 -6.2323895, 106.8646548 -6.2259049, 106.8603633 -6.2231745, 106.8562434 -6.2224919, 106.8529819 -6.2228332, 106.8512652 -6.2231745, 106.8492053 -6.2233451, 106.8459437 -6.224369))",Poligon 1 Tebet Echo Park,
