WKT,nama,deskripsi
"POLYGON ((106.801582 -6.2196291, 106.8021935 -6.2200984, 106.8030733 -6.220077, 106.8035775 -6.2197251, 106.8038779 -6.2192131, 106.8039423 -6.2186372, 106.8038779 -6.2180505, 106.8037277 -6.2175813, 106.8033093 -6.217176, 106.8024188 -6.2169413, 106.8017107 -6.2173359, 106.8013245 -6.2180719, 106.8012815 -6.2186905, 106.801421 -6.2192024, 106.801582 -6.2196291))",Poligon 1 GBK,
